id_number,place,cat_place,age_category,sex,2.5km_seconds,5km_seconds,7.5km_seconds,total_seconds
13843,13807,2851.0,45-54,M,1750.0,2564.0,3393.0,3438
13844,9878,2115.0,45-54,M,884.0,1637.0,2408.0,3232
13845,1122,230.0,45-54,M,645.0,1246.0,1826.0,2501
13846,30747,5395.0,45-54,M,4755.0,5813.0,6833.0,4735
13848,23231,1471.0,55+,M,4246.0,5225.0,6142.0,3995
13849,7170,1513.0,45-54,M,918.0,1609.0,2291.0,3059
13850,6086,1601.0,23-34,M,1627.0,2350.0,3068.0,2989
13852,2545,526.0,45-54,M,827.0,1471.0,2096.0,2707
13853,16587,3739.0,23-34,M,2014.0,2839.0,3644.0,3574
13854,24926,2311.0,23-34,F,2017.0,2958.0,3885.0,4120
13855,24946,1419.0,45-54,F,2058.0,3017.0,3999.0,4122
13857,22921,4323.0,45-54,M,2095.0,3141.0,4040.0,3973
13858,11847,671.0,55+,M,1099.0,1938.0,2740.0,3338
13859,24894,5755.0,35-44,M,4110.0,5098.0,6031.0,4118
13860,6226,1987.0,35-44,M,721.0,1413.0,2132.0,2996
13862,2509,697.0,23-34,M,824.0,1456.0,2098.0,2702
13863,17558,4473.0,35-44,M,1110.0,1973.0,2813.0,3623
13864,12787,2984.0,23-34,M,1871.0,2695.0,3477.0,3386
13867,19703,3815.0,45-54,M,1069.0,1970.0,2857.0,3753
13868,1956,400.0,45-54,M,669.0,1292.0,1917.0,2642
13869,17031,1037.0,55+,M,1748.0,2591.0,3490.0,3596
13870,22824,5432.0,35-44,M,1996.0,2925.0,3870.0,3965
13871,21631,5212.0,35-44,M,1072.0,2001.0,2937.0,3882
13873,17569,3486.0,45-54,M,1064.0,1903.0,2762.0,3623
13874,14841,3938.0,35-44,M,958.0,1778.0,2596.0,3489
13875,26823,6081.0,35-44,M,4074.0,5075.0,6118.0,4277
13876,22698,4702.0,23-34,M,1099.0,2056.0,2989.0,3957
13877,21245,621.0,20-22,M,,1125.0,2306.0,3853
13878,32675,6991.0,35-44,M,5012.0,6296.0,7322.0,5085
13879,21242,4486.0,23-34,M,,1125.0,2333.0,3853
13882,24979,5022.0,23-34,M,1228.0,2255.0,3212.0,4125
13883,21758,5235.0,35-44,M,1072.0,2001.0,2937.0,3890
13885,4120,1123.0,23-34,M,785.0,1450.0,2100.0,2853
13886,18756,3680.0,45-54,M,4013.0,4899.0,5760.0,3695
13887,29012,732.0,20-22,M,3887.0,4950.0,6034.0,4500
13888,1336,361.0,23-34,M,823.0,1454.0,2029.0,2540
13889,1042,386.0,35-44,M,596.0,1196.0,1782.0,2483
13890,15543,4073.0,35-44,M,983.0,1818.0,2687.0,3525
13891,4150,1131.0,23-34,M,782.0,1459.0,2162.0,2856
13892,1646,335.0,45-54,M,636.0,1259.0,1863.0,2593
13893,17412,1059.0,55+,M,951.0,1775.0,2615.0,3616
13894,12393,2898.0,23-34,M,894.0,1645.0,2444.0,3366
13895,10848,2304.0,45-54,M,2013.0,2819.0,3574.0,3289
13896,24967,5020.0,23-34,M,1227.0,2255.0,3212.0,4124
13898,24983,5023.0,23-34,M,1224.0,2254.0,3211.0,4125
13899,415,155.0,35-44,M,551.0,1120.0,1679.0,2328
13901,13106,3580.0,35-44,M,2607.0,3433.0,4244.0,3403
13902,23256,4789.0,23-34,M,2865.0,3812.0,4760.0,3997
13903,13468,2791.0,45-54,M,1858.0,2663.0,3468.0,3420
13904,9143,2245.0,23-34,M,1857.0,2640.0,3376.0,3186
13905,11021,620.0,55+,M,2750.0,3520.0,4265.0,3299
13906,6221,1301.0,45-54,M,929.0,1632.0,2336.0,2996
13907,10664,384.0,20-22,M,1926.0,2724.0,3486.0,3277
13908,12005,2528.0,45-54,M,1772.0,2558.0,3330.0,3346
13909,4778,1588.0,35-44,M,,1493.0,2168.0,2905
13911,14679,3907.0,35-44,M,1819.0,2616.0,3430.0,3481
13914,33988,2341.0,45-54,F,4346.0,5731.0,7124.0,5896
13915,11705,477.0,16-19,M,3938.0,4748.0,5542.0,3331
13916,33992,2180.0,55+,M,4345.0,5731.0,7124.0,5898
13917,14437,2944.0,45-54,M,1902.0,2719.0,3540.0,3470
13918,14167,3792.0,35-44,M,2754.0,3598.0,4413.0,3456
13919,11807,2491.0,45-54,M,1977.0,2777.0,3548.0,3336
13920,12197,2572.0,45-54,M,843.0,1625.0,2451.0,3356
13921,18531,4083.0,23-34,M,2729.0,3623.0,4484.0,3679
13922,1988,411.0,45-54,M,736.0,1353.0,1978.0,2645
13923,5567,209.0,20-22,M,1651.0,2356.0,3066.0,2959
13924,1430,287.0,45-54,M,847.0,1454.0,2035.0,2558
13926,14779,3386.0,23-34,M,2740.0,3519.0,4358.0,3486
13928,9546,501.0,55+,M,2725.0,3489.0,4239.0,3209
13929,18974,4150.0,23-34,M,2122.0,3015.0,3879.0,3708
13930,2250,812.0,35-44,M,1563.0,2205.0,2842.0,2672
13931,2125,557.0,23-34,M,,4664.0,5266.0,2660
13932,20566,3982.0,45-54,M,,5551.0,6413.0,3807
13934,9141,2723.0,35-44,M,948.0,1706.0,2454.0,3186
13935,5584,1161.0,45-54,M,738.0,1449.0,2142.0,2960
13937,17928,1085.0,35-44,F,1091.0,1974.0,2816.0,3643
13938,6274,1648.0,23-34,M,757.0,1466.0,2184.0,3000
13940,25953,1638.0,55+,M,2925.0,3922.0,4903.0,4204
13942,12689,2960.0,23-34,M,1732.0,2544.0,3350.0,3381
13943,18747,3675.0,45-54,M,1959.0,2837.0,3715.0,3694
13944,3835,1042.0,23-34,M,812.0,1485.0,2154.0,2832
13945,10450,2230.0,45-54,M,1921.0,2704.0,3470.0,3266
13946,24559,5690.0,35-44,M,4443.0,5432.0,6373.0,4094
13947,27695,6235.0,35-44,M,2117.0,3161.0,4198.0,4356
13948,808,303.0,35-44,M,593.0,1182.0,1763.0,2440
13949,26447,902.0,16-19,M,4710.0,5681.0,6638.0,4246
13950,26433,4815.0,45-54,M,4712.0,5683.0,6638.0,4245
13951,6506,1695.0,23-34,M,1752.0,2500.0,3231.0,3015
13952,26187,5983.0,35-44,M,3017.0,4004.0,4998.0,4225
13953,26431,5220.0,23-34,M,4711.0,5681.0,6638.0,4245
13954,28315,6315.0,35-44,M,4167.0,5226.0,6228.0,4426
13955,12002,683.0,55+,M,809.0,1601.0,2393.0,3346
13956,12578,718.0,55+,M,2819.0,3623.0,4396.0,3376
13957,23261,2055.0,23-34,F,2865.0,3812.0,4759.0,3998
13958,16319,3689.0,23-34,M,4261.0,5172.0,5909.0,3562
13959,25322,4661.0,45-54,M,4132.0,5114.0,6085.0,4152
13960,22880,1446.0,55+,M,1897.0,2821.0,3770.0,3970
13961,9795,2098.0,45-54,M,,2733.0,3490.0,3226
13962,15102,600.0,16-19,M,2707.0,3515.0,4371.0,3503
13963,20288,4357.0,23-34,M,,5184.0,6068.0,3791
13964,4363,1170.0,23-34,M,828.0,1503.0,2180.0,2871
13966,11477,2425.0,45-54,M,1952.0,2720.0,3487.0,3320
13967,6890,1450.0,45-54,M,860.0,1564.0,2279.0,3040
13968,4308,1161.0,23-34,M,861.0,1529.0,2176.0,2869
13969,14412,2937.0,45-54,M,,2730.0,3559.0,3469
13970,10610,2533.0,23-34,M,845.0,1619.0,2398.0,3274
13974,3467,726.0,45-54,M,810.0,1480.0,2128.0,2800
13976,14598,3351.0,23-34,M,1986.0,2822.0,3630.0,3477
13977,8766,2631.0,35-44,M,965.0,1712.0,2442.0,3164
13978,3784,790.0,45-54,M,909.0,1590.0,2221.0,2828
13979,12359,2889.0,23-34,M,1985.0,2774.0,3556.0,3364
13980,486,182.0,35-44,M,563.0,1132.0,1694.0,2350
13981,6881,2175.0,35-44,M,872.0,1608.0,2312.0,3039
13982,4295,1159.0,23-34,M,3432.0,4155.0,4847.0,2868
13983,29980,740.0,20-22,M,4678.0,5768.0,6782.0,4613
13984,30655,5384.0,45-54,M,4347.0,5452.0,6565.0,4720
13985,17765,1084.0,55+,M,4192.0,5033.0,5848.0,3633
13987,17110,665.0,16-19,M,1849.0,2659.0,3468.0,3599
13988,7493,2327.0,35-44,M,937.0,1674.0,2373.0,3079
13989,1198,250.0,45-54,M,656.0,1253.0,1837.0,2515
13990,17392,3453.0,45-54,M,1039.0,1909.0,2774.0,3615
13991,17547,3477.0,45-54,M,4720.0,5572.0,6427.0,3622
13992,18476,4074.0,23-34,M,2781.0,3653.0,4516.0,3677
13994,18080,3577.0,45-54,M,1195.0,2034.0,2870.0,3653
13996,2259,614.0,23-34,M,716.0,1354.0,1978.0,2673
13997,29139,5181.0,45-54,M,4923.0,5894.0,6872.0,4514
13998,17166,3844.0,23-34,M,3898.0,4753.0,5571.0,3602
14000,21024,4051.0,45-54,M,4150.0,5041.0,5916.0,3840
14001,1404,516.0,35-44,M,718.0,1325.0,1918.0,2552
14002,10691,2555.0,23-34,M,3760.0,4501.0,5237.0,3278
14003,21063,4055.0,45-54,M,1038.0,1947.0,2851.0,3843
14004,20936,4447.0,23-34,M,3934.0,4880.0,5776.0,3832
14005,8126,2484.0,35-44,M,897.0,1636.0,2337.0,3123
14007,19979,3864.0,45-54,M,3633.0,4518.0,5448.0,3771
14008,27201,6157.0,35-44,M,4424.0,5458.0,6434.0,4315
14009,12153,3378.0,35-44,M,1849.0,2659.0,3466.0,3353
14010,10062,2158.0,45-54,M,1831.0,2604.0,3374.0,3244
14011,13405,2786.0,45-54,M,,2676.0,3489.0,3417
14016,25659,5888.0,35-44,M,4180.0,5160.0,6137.0,4179
14017,25664,5891.0,35-44,M,4180.0,5161.0,6137.0,4179
14018,14845,3407.0,23-34,M,2015.0,2849.0,3660.0,3489
14019,25334,5080.0,23-34,M,2062.0,3017.0,4091.0,4153
14020,5657,244.0,16-19,M,790.0,1534.0,2256.0,2964
14021,12365,2891.0,23-34,M,1854.0,2632.0,3425.0,3364
14023,23204,4368.0,45-54,M,4738.0,5636.0,6535.0,3994
14024,14175,841.0,55+,M,1015.0,1838.0,2642.0,3457
14026,1552,79.0,16-19,M,680.0,1291.0,1886.0,2580
14028,7725,2381.0,35-44,M,1640.0,2392.0,3152.0,3095
14030,6761,288.0,16-19,M,,4750.0,5450.0,3032
14031,2439,507.0,45-54,M,689.0,1332.0,1965.0,2693
14032,8532,2580.0,35-44,M,856.0,1585.0,2314.0,3150
14034,3742,1018.0,23-34,M,3532.0,4197.0,4872.0,2824
14035,16200,4215.0,35-44,M,2736.0,3587.0,4425.0,3556
14037,1464,293.0,45-54,M,687.0,1297.0,1900.0,2565
14038,13757,2843.0,45-54,M,816.0,1644.0,2468.0,3435
14039,32948,5999.0,23-34,M,4023.0,5299.0,6443.0,5167
14040,13321,3098.0,23-34,M,739.0,1595.0,2441.0,3412
14041,20391,3942.0,45-54,M,1869.0,2778.0,3684.0,3797
14042,4792,1017.0,45-54,M,820.0,1489.0,2158.0,2906
14043,6995,2196.0,35-44,M,865.0,1588.0,2293.0,3047
14045,4146,1392.0,35-44,M,739.0,1403.0,2077.0,2856
14046,13621,3164.0,23-34,M,985.0,1827.0,2642.0,3428
14047,16115,3662.0,23-34,M,1710.0,2515.0,3371.0,3552
14048,5442,202.0,20-22,M,850.0,1557.0,2239.0,2951
14049,25177,5804.0,35-44,M,1195.0,2202.0,3167.0,4140
14050,12154,3379.0,35-44,M,958.0,1790.0,2558.0,3353
14051,11716,3288.0,35-44,M,4343.0,5130.0,5880.0,3332
14052,1993,413.0,45-54,M,798.0,1417.0,2026.0,2646
14054,7698,1638.0,45-54,M,1713.0,2444.0,3167.0,3093
14055,5456,1136.0,45-54,M,1742.0,2442.0,3142.0,2953
14056,15279,607.0,16-19,M,2052.0,2906.0,3718.0,3512
14059,12858,2681.0,45-54,M,4048.0,4816.0,5702.0,3390
14060,2801,773.0,23-34,M,1677.0,2323.0,2980.0,2734
14061,18578,4090.0,23-34,M,1839.0,2703.0,3560.0,3683
14062,9562,505.0,55+,M,823.0,1599.0,2343.0,3210
14063,1885,702.0,35-44,M,1679.0,2323.0,2972.0,2629
14064,3789,792.0,45-54,M,836.0,1511.0,2153.0,2828
14065,15157,3059.0,45-54,M,2011.0,2854.0,3689.0,3506
14066,1556,311.0,45-54,M,675.0,1292.0,1894.0,2581
14067,10837,2590.0,23-34,M,782.0,1583.0,2445.0,3288
14069,4378,176.0,55+,M,876.0,1560.0,2221.0,2873
14070,10109,2170.0,45-54,M,840.0,1598.0,2376.0,3246
14071,8727,1868.0,45-54,M,792.0,1538.0,2289.0,3161
14073,23305,5489.0,35-44,M,2935.0,3874.0,4816.0,4001
14075,7681,1631.0,45-54,M,,4924.0,5635.0,3091
14076,4455,937.0,45-54,M,802.0,1481.0,2149.0,2880
14078,3964,1341.0,35-44,M,883.0,1567.0,2215.0,2842
14080,12720,2968.0,23-34,M,1694.0,2486.0,3294.0,3383
14081,5506,246.0,55+,M,837.0,1540.0,2221.0,2955
14082,17395,4450.0,35-44,M,1061.0,1927.0,2785.0,3615
14083,20745,5042.0,35-44,M,1196.0,1989.0,2791.0,3820
14084,15564,4077.0,35-44,M,2052.0,2887.0,3719.0,3526
14085,22733,4716.0,23-34,M,4207.0,5157.0,6068.0,3959
14086,15283,3087.0,45-54,M,933.0,1759.0,2577.0,3512
14088,29455,6495.0,35-44,M,4651.0,5667.0,6689.0,4549
14089,19412,3779.0,45-54,M,3719.0,4571.0,5449.0,3735
14090,11666,2466.0,45-54,M,1920.0,2703.0,3479.0,3329
14091,3237,115.0,55+,M,3526.0,4168.0,4813.0,2780
14092,3549,963.0,23-34,M,725.0,1401.0,2084.0,2808
14093,10851,2593.0,23-34,M,1777.0,2613.0,3414.0,3289
14094,1203,30.0,55+,M,615.0,1226.0,1818.0,2516
14095,533,154.0,23-34,M,578.0,1139.0,1691.0,2364
14096,5408,1770.0,35-44,M,1705.0,2410.0,3104.0,2949
14097,17379,4445.0,35-44,M,3799.0,4607.0,5428.0,3614
14099,11465,2423.0,45-54,M,1052.0,1854.0,2626.0,3320
14100,7201,2256.0,35-44,M,3654.0,4384.0,5109.0,3060
14102,9106,2713.0,35-44,M,926.0,1675.0,2447.0,3183
14103,8705,446.0,55+,M,971.0,1742.0,2468.0,3160
14104,19875,4891.0,35-44,M,4136.0,5004.0,5893.0,3764
14106,2479,883.0,35-44,M,705.0,1346.0,1981.0,2697
14107,12254,2582.0,45-54,M,,2887.0,3641.0,3358
14108,17177,3846.0,23-34,M,,5446.0,6315.0,3603
14110,2935,1028.0,35-44,M,760.0,1430.0,2077.0,2750
14111,17530,4468.0,35-44,M,2032.0,2915.0,3760.0,3621
14112,2800,585.0,45-54,M,,1358.0,2014.0,2734
14113,7322,2290.0,35-44,M,971.0,1709.0,2396.0,3068
14114,15141,3993.0,35-44,M,3888.0,4695.0,5525.0,3505
14115,10732,2280.0,45-54,M,962.0,1721.0,2481.0,3282
14117,14134,77.0,55+,F,1003.0,1822.0,2617.0,3455
14118,13168,3067.0,23-34,M,989.0,1748.0,2614.0,3406
14119,3537,957.0,23-34,M,725.0,1400.0,2084.0,2807
14120,24456,4549.0,45-54,M,,3013.0,3864.0,4087
14122,3330,900.0,23-34,M,,4756.0,5393.0,2788
14123,6087,280.0,55+,M,847.0,1556.0,2248.0,2990
14124,25610,5878.0,35-44,M,4567.0,5637.0,6492.0,4175
14125,15029,904.0,55+,M,2051.0,2888.0,3713.0,3499
14126,12948,2698.0,45-54,M,1847.0,2658.0,3460.0,3395
14127,15019,3972.0,35-44,M,2051.0,2888.0,3713.0,3498
14128,13148,2729.0,45-54,M,988.0,1747.0,2613.0,3405
14129,2898,606.0,45-54,M,772.0,1409.0,2051.0,2745
14130,830,233.0,23-34,M,697.0,1287.0,1849.0,2444
14131,7427,1568.0,45-54,M,,2637.0,3347.0,3075
14132,31534,6837.0,35-44,M,4855.0,5933.0,6978.0,4854
14133,335,120.0,35-44,M,574.0,1132.0,1675.0,2286
14136,4977,1316.0,23-34,M,1013.0,1707.0,2361.0,2919
14137,1557,414.0,23-34,M,690.0,1301.0,1918.0,2581
14138,5124,1362.0,23-34,M,758.0,1455.0,2140.0,2930
14139,4355,1457.0,35-44,M,775.0,1456.0,2137.0,2871
14140,6401,1674.0,23-34,M,763.0,1475.0,2196.0,3008
14141,11279,3203.0,35-44,M,990.0,1786.0,2572.0,3310
14142,1093,404.0,35-44,M,632.0,1222.0,1811.0,2493
14143,25452,5851.0,35-44,M,4458.0,5436.0,6380.0,4163
14144,8385,2116.0,23-34,M,4270.0,4983.0,5739.0,3139
14145,4199,870.0,45-54,M,927.0,1628.0,2320.0,2860
14147,8009,2459.0,35-44,M,1880.0,2621.0,3347.0,3115
14148,1369,278.0,45-54,M,603.0,1203.0,1805.0,2545
14149,20867,1301.0,55+,M,2871.0,3772.0,4663.0,3828
14150,1836,690.0,35-44,M,768.0,1366.0,1968.0,2623
14151,28212,5058.0,45-54,M,1110.0,2175.0,3203.0,4414
14152,29534,3138.0,23-34,F,4119.0,5214.0,6250.0,4558
14153,5243,1714.0,35-44,M,881.0,1581.0,2253.0,2937
14155,12661,3501.0,35-44,M,887.0,1681.0,2467.0,3380
14157,27659,6231.0,35-44,M,4611.0,5607.0,6577.0,4354
14158,28255,6305.0,35-44,M,4653.0,5651.0,6625.0,4418
14159,6222,1636.0,23-34,M,1939.0,2647.0,3355.0,2996
14161,23114,5471.0,35-44,M,4199.0,5216.0,6120.0,3987
14162,11262,3200.0,35-44,M,883.0,1648.0,2418.0,3310
14163,1085,299.0,23-34,M,655.0,1264.0,1857.0,2492
14165,17761,4496.0,35-44,M,1149.0,2036.0,2877.0,3633
14166,24020,4484.0,45-54,M,1940.0,2934.0,3874.0,4056
14167,19668,4860.0,35-44,M,1048.0,1930.0,2812.0,3750
14170,391,72.0,45-54,M,640.0,1189.0,1722.0,2312
14171,16719,3764.0,23-34,M,958.0,2230.0,2897.0,3582
14172,84,23.0,35-44,M,509.0,1011.0,1496.0,2081
14173,19142,1168.0,55+,M,1996.0,2892.0,3764.0,3719
14174,7845,1999.0,23-34,M,938.0,1661.0,2363.0,3105
14175,5493,244.0,55+,M,803.0,1495.0,2191.0,2955
14176,16199,4214.0,35-44,M,929.0,1770.0,2665.0,3556
14177,7275,2271.0,35-44,M,3936.0,4681.0,5361.0,3065
14178,16216,4223.0,35-44,M,3698.0,4554.0,5416.0,3557
14187,29531,5627.0,23-34,M,4119.0,5213.0,6250.0,4558
14189,18212,4022.0,23-34,M,1913.0,2775.0,3631.0,3660
14190,2740,960.0,35-44,M,925.0,1590.0,2227.0,2728
14191,28881,5146.0,45-54,M,4708.0,5832.0,6826.0,4488
14192,5395,1762.0,35-44,M,748.0,1472.0,2184.0,2949
14193,13151,3062.0,23-34,M,913.0,1731.0,2541.0,3405
14194,9792,2097.0,45-54,M,941.0,1716.0,2465.0,3226
14195,33153,2099.0,55+,M,1943.0,3151.0,4333.0,5246
14196,2348,840.0,35-44,M,670.0,1307.0,1941.0,2682
14197,14226,3806.0,35-44,M,885.0,1748.0,2552.0,3460
14198,3725,140.0,55+,M,756.0,1437.0,2090.0,2822
14199,7646,2367.0,35-44,M,,4586.0,5301.0,3089
14200,5556,1812.0,35-44,M,3656.0,4359.0,5047.0,2958
14201,17162,4413.0,35-44,M,973.0,1818.0,2651.0,3602
14202,29319,6472.0,35-44,M,4473.0,5527.0,6535.0,4534
14203,2409,671.0,23-34,M,773.0,1427.0,2054.0,2689
14204,4421,930.0,45-54,M,806.0,1485.0,2158.0,2877
14205,4212,1144.0,23-34,M,,1628.0,2320.0,2860
14206,6668,1729.0,23-34,M,870.0,1567.0,2269.0,3027
14207,20183,4341.0,23-34,M,4177.0,5085.0,5949.0,3783
14208,9510,346.0,20-22,M,1863.0,2604.0,3368.0,3207
14209,2836,92.0,55+,M,715.0,1345.0,1990.0,2739
14210,5770,1205.0,45-54,M,911.0,1609.0,2281.0,2970
14212,26252,5188.0,23-34,M,3980.0,5007.0,6012.0,4232
14213,3079,115.0,20-22,M,902.0,1573.0,2204.0,2765
14214,12999,2703.0,45-54,M,1909.0,2710.0,3504.0,3398
14215,14576,487.0,20-22,M,2805.0,3652.0,4433.0,3476
14225,12862,2682.0,45-54,M,2066.0,2907.0,3688.0,3391
14226,11800,664.0,55+,M,1056.0,1842.0,2614.0,3335
14227,7407,1561.0,45-54,M,,1645.0,2347.0,3074
14229,4816,208.0,55+,M,860.0,1545.0,2220.0,2907
14230,21329,5149.0,35-44,M,2929.0,3837.0,4732.0,3859
14231,9577,2058.0,45-54,M,827.0,1638.0,2445.0,3211
14233,4874,1039.0,45-54,M,895.0,1598.0,2257.0,2912
14234,11451,462.0,16-19,M,,4664.0,5416.0,3319
14235,11764,3296.0,35-44,M,3858.0,4664.0,5429.0,3334
14236,21051,4054.0,45-54,M,4416.0,5324.0,6262.0,3842
14237,19140,4757.0,35-44,M,2844.0,3743.0,4616.0,3719
14238,11576,2448.0,45-54,M,2844.0,3635.0,4397.0,3325
14239,3017,825.0,23-34,M,710.0,1380.0,2035.0,2758
14240,11181,2657.0,23-34,M,1934.0,2711.0,3483.0,3306
14242,5427,1433.0,23-34,M,1898.0,2553.0,3200.0,2951
14243,22399,5348.0,35-44,M,2967.0,3884.0,4806.0,3934
14244,31111,5803.0,23-34,M,4332.0,5431.0,6508.0,4788
14245,466,132.0,23-34,M,569.0,1142.0,1701.0,2346
14246,15791,956.0,55+,M,817.0,1665.0,2461.0,3537
14247,5062,1665.0,35-44,M,1753.0,2459.0,3127.0,2926
14248,8618,1845.0,45-54,M,1695.0,2452.0,3201.0,3155
14249,22256,5326.0,35-44,M,1963.0,2815.0,3710.0,3925
14251,11575,2447.0,45-54,M,1772.0,2567.0,3359.0,3325
14252,7995,2452.0,35-44,M,,2569.0,3293.0,3114
14253,4873,1038.0,45-54,M,894.0,1598.0,2256.0,2912
14254,1932,722.0,35-44,M,685.0,1315.0,1937.0,2638
14255,1384,279.0,45-54,M,674.0,1276.0,1874.0,2547
14256,26114,1649.0,55+,M,1979.0,2969.0,3942.0,4219
14257,30309,5335.0,45-54,M,,6103.0,7076.0,4668
14258,32918,7032.0,35-44,M,4513.0,5572.0,6662.0,5157
14259,4106,1382.0,35-44,M,834.0,1502.0,2146.0,2853
14260,2266,474.0,45-54,M,801.0,1437.0,2047.0,2674
14261,22346,5342.0,35-44,M,984.0,1942.0,2928.0,3930
14262,6808,2155.0,35-44,M,833.0,1541.0,2265.0,3035
14263,7086,2217.0,35-44,M,865.0,1581.0,2299.0,3053
14264,33809,2167.0,55+,M,4497.0,5837.0,6998.0,5628
14265,946,191.0,45-54,M,645.0,1238.0,1814.0,2464
14266,13586,3664.0,35-44,M,1945.0,2743.0,3546.0,3426
14267,5871,1548.0,23-34,M,1784.0,2496.0,3199.0,2976
14275,2187,454.0,45-54,M,741.0,1380.0,2002.0,2667
14276,29803,5655.0,23-34,M,,2624.0,3675.0,4592
14277,8362,1791.0,45-54,M,2623.0,3379.0,4133.0,3138
14278,14770,3384.0,23-34,M,3635.0,4463.0,5298.0,3486
14280,11745,659.0,55+,M,1953.0,2758.0,3530.0,3333
14281,2965,136.0,16-19,M,582.0,1237.0,1933.0,2752
14282,31410,6818.0,35-44,M,,5706.0,6806.0,4833
14283,312,112.0,35-44,M,572.0,1125.0,1660.0,2270
14284,3018,1049.0,35-44,M,782.0,1432.0,2074.0,2759
14285,2166,794.0,35-44,M,775.0,1418.0,2032.0,2664
14286,1435,531.0,35-44,M,623.0,1228.0,1847.0,2559
14287,8016,2461.0,35-44,M,992.0,1765.0,2493.0,3116
14288,23106,5470.0,35-44,M,1190.0,2145.0,3083.0,3987
14289,33289,5674.0,45-54,M,1202.0,2525.0,3776.0,5300
14292,24031,1521.0,55+,M,2034.0,2958.0,4041.0,4057
14293,10693,3081.0,35-44,M,902.0,1711.0,2489.0,3279
14294,8320,2532.0,35-44,M,1763.0,2509.0,3247.0,3135
14295,20711,3998.0,45-54,M,4052.0,4955.0,5826.0,3817
14297,16913,3362.0,45-54,M,,4942.0,5805.0,3591
14298,6529,1365.0,45-54,M,1754.0,2446.0,3139.0,3017
14299,245,42.0,45-54,M,552.0,1108.0,1645.0,2235
14300,20100,4329.0,23-34,M,,5199.0,6052.0,3778
14301,28459,5094.0,45-54,M,2964.0,3989.0,5025.0,4440
14302,12467,3447.0,35-44,M,3757.0,4567.0,5350.0,3370
14303,16934,1030.0,55+,M,4268.0,5176.0,5982.0,3592
14304,16394,3705.0,23-34,M,1862.0,2689.0,3532.0,3564
14305,5678,1846.0,35-44,M,858.0,1527.0,2219.0,2965
14306,19631,4848.0,35-44,M,4028.0,4894.0,5761.0,3748
14307,33238,6033.0,23-34,M,,5648.0,6879.0,5282
14308,6604,1393.0,45-54,M,827.0,1542.0,2258.0,3020
14310,10449,3022.0,35-44,M,2780.0,3569.0,4319.0,3266
14311,19577,4840.0,35-44,M,3997.0,4901.0,5766.0,3745
14312,398,114.0,23-34,M,546.0,1093.0,1648.0,2315
14313,7320,309.0,16-19,M,2623.0,3377.0,4133.0,3068
14314,1844,691.0,35-44,M,736.0,1366.0,1972.0,2624
14330,17125,4408.0,35-44,M,973.0,1817.0,2650.0,3600
14331,12970,2699.0,45-54,M,,1673.0,2460.0,3396
14332,21342,1331.0,55+,M,4060.0,4981.0,5872.0,3860
14333,4209,873.0,45-54,M,860.0,1526.0,2188.0,2860
14334,35,3.0,45-54,M,481.0,963.0,1435.0,1988
14335,6062,1942.0,35-44,M,871.0,1588.0,2275.0,2988
14336,17260,3858.0,23-34,M,899.0,1797.0,2684.0,3607
14337,16096,4193.0,35-44,M,1776.0,2613.0,3446.0,3551
14338,11689,2771.0,23-34,M,1842.0,2628.0,3411.0,3330
14339,11708,656.0,55+,M,1842.0,2628.0,3411.0,3331
14341,15381,3116.0,45-54,M,3664.0,4506.0,5353.0,3518
14342,8680,2609.0,35-44,M,1719.0,2468.0,3215.0,3159
14343,4384,1466.0,35-44,M,,1597.0,2263.0,2874
14344,19281,718.0,16-19,M,3616.0,4493.0,5435.0,3726
14345,13687,3686.0,35-44,M,2706.0,3536.0,4342.0,3432
14346,15560,3551.0,23-34,M,2799.0,3630.0,4451.0,3526
14347,5788,1525.0,23-34,M,,2577.0,3249.0,2971
14348,7508,2332.0,35-44,M,,2645.0,3365.0,3080
14350,7504,2331.0,35-44,M,,1706.0,2426.0,3080
14351,13708,801.0,55+,M,2706.0,3536.0,4342.0,3433
14352,7432,2310.0,35-44,M,1556.0,2295.0,3015.0,3075
14353,1055,50.0,16-19,M,592.0,1188.0,1783.0,2486
14354,31947,1011.0,16-19,M,,5900.0,6963.0,4932
14355,15147,3478.0,23-34,M,1884.0,2750.0,3553.0,3506
14356,537,204.0,35-44,M,582.0,1151.0,1714.0,2364
14357,13721,3694.0,35-44,M,959.0,1789.0,2586.0,3434
14358,23748,1506.0,55+,M,4491.0,5442.0,6365.0,4035
14359,2127,782.0,35-44,M,728.0,1359.0,1980.0,2660
14360,9626,2344.0,23-34,M,,2286.0,3042.0,3214
14361,9125,474.0,55+,M,1795.0,2528.0,3265.0,3184
14362,15820,3597.0,23-34,M,3636.0,4480.0,5338.0,3539
14363,7683,1954.0,23-34,M,1808.0,2529.0,3268.0,3091
14364,12878,3542.0,35-44,M,1880.0,2677.0,3462.0,3392
14366,7620,2358.0,35-44,M,1917.0,2637.0,3338.0,3087
14368,8997,2689.0,35-44,M,1677.0,2436.0,3205.0,3177
14369,11703,2775.0,23-34,M,932.0,1724.0,2508.0,3331
14370,2460,75.0,55+,M,876.0,1522.0,2145.0,2695
14371,6360,1665.0,23-34,M,1009.0,1749.0,2421.0,3005
14372,360,106.0,23-34,M,603.0,1155.0,1700.0,2299
14373,11756,2480.0,45-54,M,,2723.0,3511.0,3333
14374,11647,2459.0,45-54,M,3676.0,4477.0,5269.0,3328
