id_number,place,cat_place,age_category,sex,2.5km_seconds,5km_seconds,7.5km_seconds,total_seconds
3001,6365,2028.0,35-44,M,697.0,1422.0,2153.0,3006
3002,2155,450.0,45-54,M,598.0,1256.0,1892.0,2663
3003,11204,634.0,55+,M,742.0,1473.0,2288.0,3307
3005,17399,4451.0,35-44,M,913.0,1764.0,2620.0,3616
3006,17506,3472.0,45-54,M,914.0,1763.0,2620.0,3621
3007,20010,732.0,16-19,M,768.0,1653.0,2583.0,3773
3009,5758,246.0,16-19,M,704.0,1432.0,2125.0,2970
3010,6539,1701.0,23-34,M,858.0,1533.0,2203.0,3018
3011,5292,1731.0,35-44,M,749.0,1436.0,2127.0,2941
3012,11914,2807.0,23-34,M,810.0,1592.0,2381.0,3342
3013,33022,5648.0,45-54,M,1147.0,2324.0,3469.0,5196
3014,19375,4796.0,35-44,M,953.0,1864.0,2711.0,3734
3015,28276,938.0,16-19,M,1066.0,2069.0,3067.0,4424
3016,24328,5648.0,35-44,M,1017.0,1969.0,2915.0,4079
3018,9823,2881.0,35-44,M,738.0,1465.0,2253.0,3229
3020,997,22.0,55+,M,616.0,1196.0,1753.0,2474
3021,12316,2594.0,45-54,M,873.0,1669.0,2435.0,3363
3023,2600,544.0,45-54,M,702.0,1324.0,1939.0,2713
3024,14452,2945.0,45-54,M,860.0,1678.0,2486.0,3471
3025,25426,5847.0,35-44,M,981.0,1942.0,2851.0,4163
3026,10179,2962.0,35-44,M,,1475.0,2241.0,3251
3027,3067,148.0,16-19,M,735.0,1406.0,2031.0,2764
3028,24223,4505.0,45-54,M,1066.0,2048.0,3008.0,4072
3029,18752,705.0,16-19,M,733.0,1641.0,2635.0,3696
3031,1897,709.0,35-44,M,664.0,1280.0,1900.0,2634
3032,4134,1127.0,23-34,M,660.0,1330.0,2022.0,2855
3034,16574,3311.0,45-54,M,923.0,1814.0,2659.0,3575
3035,27014,4880.0,45-54,M,1033.0,2045.0,3049.0,4300
3036,368,69.0,45-54,M,549.0,1109.0,1654.0,2303
3037,1818,370.0,45-54,M,664.0,1292.0,1886.0,2621
3038,14853,3416.0,23-34,M,813.0,1660.0,2486.0,3491
3039,9328,2003.0,45-54,M,861.0,1609.0,2342.0,3196
3040,6917,1788.0,23-34,M,793.0,1521.0,2202.0,3042
3042,4753,1010.0,45-54,M,723.0,1402.0,2080.0,2904
3043,4865,209.0,55+,M,749.0,1452.0,2120.0,2911
3044,27639,921.0,16-19,M,1059.0,2105.0,3117.0,4354
3045,16716,1011.0,55+,M,836.0,1682.0,2547.0,3583
3046,22756,4291.0,45-54,M,950.0,1889.0,2825.0,3962
3047,2965,1035.0,35-44,M,663.0,1298.0,1951.0,2753
3048,1746,51.0,55+,M,649.0,1258.0,1866.0,2610
3049,2865,1000.0,35-44,M,618.0,1263.0,1924.0,2742
3050,1815,369.0,45-54,M,649.0,1282.0,1894.0,2620
3051,885,179.0,45-54,M,584.0,1183.0,1768.0,2453
3052,11142,3174.0,35-44,M,791.0,1553.0,2326.0,3305
3053,9705,2358.0,23-34,M,739.0,1502.0,2289.0,3221
3054,3440,935.0,23-34,M,750.0,1423.0,2062.0,2798
3055,27537,5362.0,23-34,M,1073.0,2117.0,3090.0,4346
3056,1770,85.0,16-19,M,615.0,1232.0,1856.0,2614
3057,739,146.0,45-54,M,575.0,1173.0,1756.0,2423
3058,3592,977.0,23-34,M,666.0,1309.0,1958.0,2813
3060,21469,4513.0,23-34,M,996.0,1903.0,2837.0,3870
3062,8966,1924.0,45-54,M,752.0,1486.0,2231.0,3177
3063,15084,3039.0,45-54,M,820.0,1656.0,2484.0,3504
3064,1704,636.0,35-44,M,647.0,1270.0,1871.0,2603
3065,5478,243.0,55+,M,694.0,1421.0,2130.0,2954
3066,4810,1268.0,23-34,M,739.0,1431.0,2105.0,2907
3067,4158,1399.0,35-44,M,710.0,1396.0,2068.0,2857
3068,3200,671.0,45-54,M,681.0,1341.0,1988.0,2776
3069,18162,4015.0,23-34,M,928.0,1831.0,2690.0,3658
3070,6693,2117.0,35-44,M,741.0,1446.0,2155.0,3029
3071,3365,1161.0,35-44,M,700.0,1331.0,1998.0,2791
3074,11715,2474.0,45-54,M,,1579.0,2373.0,3333
3075,23425,5509.0,35-44,M,1030.0,1955.0,2879.0,4010
3076,7515,1589.0,45-54,M,755.0,1441.0,2171.0,3081
3077,11678,476.0,16-19,M,,1727.0,2480.0,3331
3079,2725,755.0,23-34,M,778.0,1388.0,1986.0,2727
3080,250,77.0,23-34,M,534.0,1098.0,1636.0,2237
3081,6692,2116.0,35-44,M,741.0,1447.0,2156.0,3029
3082,2585,539.0,45-54,M,696.0,1343.0,1972.0,2712
3083,25421,5846.0,35-44,M,989.0,1983.0,2984.0,4162
3084,379,139.0,35-44,M,602.0,1153.0,1688.0,2307
3085,3435,932.0,23-34,M,682.0,1339.0,1995.0,2798
3086,14578,873.0,55+,M,885.0,1720.0,2528.0,3477
3087,5534,1804.0,35-44,M,714.0,1415.0,2111.0,2957
3088,12295,2874.0,23-34,M,838.0,1627.0,2425.0,3362
3089,3253,123.0,20-22,M,625.0,1300.0,1983.0,2782
3090,9622,2060.0,45-54,M,822.0,1598.0,2337.0,3215
3092,4617,1229.0,23-34,M,685.0,1366.0,2049.0,2893
3093,8743,1872.0,45-54,M,,1550.0,2281.0,3164
3094,9996,2421.0,23-34,M,793.0,1547.0,2319.0,3241
3095,27412,4938.0,45-54,M,1040.0,2108.0,3128.0,4334
3096,22865,5433.0,35-44,M,942.0,1825.0,2713.0,3970
3097,15053,3457.0,23-34,M,859.0,1701.0,2527.0,3502
3098,26775,712.0,20-22,M,1076.0,2107.0,3088.0,4275
3099,1184,248.0,45-54,M,638.0,1230.0,1810.0,2513
3101,33249,5669.0,45-54,M,1222.0,2404.0,3560.0,5286
3102,2054,66.0,55+,M,671.0,1308.0,1922.0,2653
3103,17496,3894.0,23-34,M,871.0,1752.0,2613.0,3620
3104,2226,466.0,45-54,M,645.0,1280.0,1909.0,2671
3105,15067,598.0,16-19,M,875.0,1717.0,2541.0,3503
3106,15419,4046.0,35-44,M,902.0,1779.0,2599.0,3521
3107,4799,1265.0,23-34,M,680.0,1368.0,2071.0,2907
3108,1637,334.0,45-54,M,631.0,1253.0,1860.0,2592
3109,14116,3258.0,23-34,M,833.0,1641.0,2473.0,3455
3111,7600,2350.0,35-44,M,836.0,1561.0,2273.0,3087
3112,20318,4968.0,35-44,M,957.0,1859.0,2764.0,3793
3113,453,174.0,35-44,M,567.0,1128.0,1679.0,2343
3114,3779,791.0,45-54,M,750.0,1434.0,2072.0,2828
3115,7485,277.0,20-22,M,,1435.0,2204.0,3079
3116,3334,1153.0,35-44,M,693.0,1335.0,1986.0,2789
3118,26377,5213.0,23-34,M,1026.0,1977.0,2978.0,4243
3119,30450,979.0,16-19,M,1053.0,2089.0,3151.0,4692
3120,9236,2264.0,23-34,M,705.0,1447.0,2247.0,3191
3121,225,64.0,23-34,M,525.0,1065.0,1602.0,2223
3122,28393,1778.0,55+,M,956.0,1978.0,3019.0,4437
3123,18680,3664.0,45-54,M,876.0,1745.0,2637.0,3691
3124,33089,7055.0,35-44,M,1190.0,2567.0,3798.0,5227
3125,29094,5571.0,23-34,M,,2054.0,3048.0,4511
3126,754,149.0,45-54,M,589.0,1178.0,1754.0,2428
3128,10810,2297.0,45-54,M,,1682.0,2436.0,3288
3129,23235,5482.0,35-44,M,1019.0,1942.0,2856.0,3997
3130,2085,759.0,35-44,M,639.0,1266.0,1891.0,2655
3131,79,22.0,35-44,M,491.0,994.0,1485.0,2068
3132,3678,1002.0,23-34,M,700.0,1379.0,2040.0,2820
3133,4378,922.0,45-54,M,732.0,1412.0,2080.0,2874
3134,3249,117.0,55+,M,750.0,1405.0,2031.0,2782
3135,1040,290.0,23-34,M,620.0,1218.0,1798.0,2483
3136,1264,468.0,35-44,M,672.0,1269.0,1852.0,2528
3137,20486,4384.0,23-34,M,945.0,1865.0,2811.0,3803
3139,1037,289.0,23-34,M,598.0,1210.0,1799.0,2482
3140,958,197.0,45-54,M,618.0,1205.0,1776.0,2466
3141,21157,4072.0,45-54,M,,1781.0,2658.0,3850
3142,14375,3838.0,35-44,M,870.0,1682.0,2479.0,3468
3143,463,177.0,35-44,M,570.0,1133.0,1690.0,2346
3145,2570,536.0,45-54,M,667.0,1323.0,1956.0,2710
3146,5886,1894.0,35-44,M,779.0,1514.0,2192.0,2978
3147,19148,4759.0,35-44,M,912.0,1750.0,2584.0,3721
3148,3407,1174.0,35-44,M,,1339.0,1986.0,2795
3149,7088,1823.0,23-34,M,698.0,1461.0,2183.0,3054
3150,2399,668.0,23-34,M,574.0,1229.0,1886.0,2688
3151,28501,6339.0,35-44,M,1080.0,2235.0,3248.0,4446
3152,25377,1608.0,55+,M,1028.0,1991.0,2932.0,4159
3154,26797,5270.0,23-34,M,1197.0,2186.0,3120.0,4277
3156,2769,968.0,35-44,M,692.0,1346.0,1979.0,2731
3157,14843,593.0,16-19,M,818.0,1690.0,2550.0,3491
3158,3903,1322.0,35-44,M,739.0,1415.0,2063.0,2837
3159,5836,1538.0,23-34,M,785.0,1500.0,2181.0,2975
3160,18830,4135.0,23-34,M,812.0,1631.0,2505.0,3701
3161,19269,3761.0,45-54,M,792.0,1670.0,2611.0,3727
3163,7335,210.0,35-44,F,804.0,1539.0,2242.0,3070
3164,2290,485.0,45-54,M,693.0,1337.0,1952.0,2677
3165,15580,1003.0,23-34,F,833.0,1664.0,2485.0,3528
3167,3046,1057.0,35-44,M,683.0,1353.0,2003.0,2761
3168,15569,3551.0,23-34,M,860.0,1697.0,2518.0,3528
3169,1457,397.0,23-34,M,628.0,1239.0,1843.0,2563
3171,8832,2645.0,35-44,M,756.0,1493.0,2239.0,3168
3172,15507,851.0,35-44,F,831.0,1663.0,2484.0,3525
3173,26439,5222.0,23-34,M,1100.0,2147.0,3132.0,4248
3174,6582,1384.0,45-54,M,774.0,1489.0,2196.0,3020
3175,1872,698.0,35-44,M,644.0,1247.0,1885.0,2629
3176,165,56.0,35-44,M,522.0,1043.0,1548.0,2169
3177,2183,455.0,45-54,M,646.0,1295.0,1920.0,2667
3178,628,119.0,45-54,M,585.0,1160.0,1728.0,2390
3179,14996,3024.0,45-54,M,820.0,1691.0,2551.0,3498
3180,2844,993.0,35-44,M,685.0,1330.0,1972.0,2740
3181,3786,793.0,45-54,M,750.0,1435.0,2074.0,2829
3182,5583,1162.0,45-54,M,723.0,1432.0,2123.0,2960
3184,9305,2280.0,23-34,M,771.0,1628.0,2334.0,3195
3185,1853,493.0,23-34,M,640.0,1283.0,1914.0,2626
3186,4001,830.0,45-54,M,751.0,1407.0,2060.0,2845
3187,15776,3177.0,45-54,M,894.0,1739.0,2574.0,3538
3188,10175,2180.0,45-54,M,767.0,1493.0,2265.0,3251
3189,19,5.0,35-44,M,464.0,932.0,1385.0,1929
3190,547,208.0,35-44,M,559.0,1129.0,1696.0,2368
3191,3832,1297.0,35-44,M,706.0,1396.0,2054.0,2832
3192,8414,303.0,20-22,M,838.0,1563.0,2287.0,3142
3193,24769,5732.0,35-44,M,1053.0,2003.0,2933.0,4111
3194,23766,5575.0,35-44,M,1077.0,2068.0,2994.0,4037
3195,27143,6139.0,35-44,M,1080.0,2056.0,2988.0,4312
3196,20036,4922.0,35-44,M,,1803.0,2654.0,3775
3198,25095,5787.0,35-44,M,1011.0,1980.0,2929.0,4134
3199,16549,3305.0,45-54,M,,1772.0,2632.0,3573
3202,1754,654.0,35-44,M,644.0,1245.0,1863.0,2612
3203,330,119.0,35-44,M,545.0,1097.0,1640.0,2284
3204,6715,1744.0,23-34,M,740.0,1472.0,2182.0,3030
3206,17295,4435.0,35-44,M,,1763.0,2610.0,3610
3207,23011,807.0,16-19,M,996.0,1976.0,2898.0,3981
3208,20068,4324.0,23-34,M,968.0,1837.0,2722.0,3777
3209,5476,1447.0,23-34,M,729.0,1419.0,2116.0,2954
3210,26479,6031.0,35-44,M,979.0,2002.0,3011.0,4252
3211,8513,2146.0,23-34,M,840.0,1556.0,2281.0,3150
3212,30679,5390.0,45-54,M,1162.0,2267.0,3302.0,4727
3213,4103,1381.0,35-44,M,731.0,1398.0,2038.0,2853
3214,4723,999.0,45-54,M,730.0,1426.0,2101.0,2903
3216,9785,2374.0,23-34,M,754.0,1516.0,2292.0,3226
3217,16691,4329.0,35-44,M,1149.0,2095.0,2725.0,3582
3265,6222,1636.0,23-34,M,,1524.0,2209.0,2997
3266,10007,2422.0,23-34,M,788.0,1612.0,2370.0,3242
3267,6748,2135.0,35-44,M,688.0,1413.0,2149.0,3032
3268,15431,4050.0,35-44,M,942.0,1757.0,2564.0,3521
3270,5819,249.0,16-19,M,752.0,1409.0,2104.0,2974
3271,7010,2199.0,35-44,M,,1500.0,2211.0,3049
3272,1388,378.0,23-34,M,627.0,1228.0,1824.0,2548
3274,5210,1383.0,23-34,M,730.0,1433.0,2121.0,2935
3275,7599,1614.0,45-54,M,750.0,1475.0,2224.0,3087
3276,26876,5284.0,23-34,M,978.0,2021.0,3055.0,4286
3277,1973,62.0,55+,M,653.0,1281.0,1894.0,2644
3278,86,25.0,35-44,M,502.0,1002.0,1496.0,2083
3284,813,228.0,23-34,M,595.0,1177.0,1754.0,2441
3285,5680,1502.0,23-34,M,659.0,1326.0,2033.0,2965
3286,18414,4618.0,35-44,M,909.0,1786.0,2642.0,3675
3287,1326,52.0,20-22,M,627.0,1238.0,1838.0,2539
3288,399,74.0,45-54,M,564.0,1126.0,1675.0,2316
3289,1216,327.0,23-34,M,650.0,1254.0,1847.0,2519
3290,92,15.0,45-54,M,507.0,1009.0,1496.0,2089
3291,31026,5426.0,45-54,M,1176.0,2266.0,3409.0,4780
3292,12228,501.0,16-19,M,,1655.0,2441.0,3358
3293,14717,2988.0,45-54,M,947.0,1836.0,2626.0,3484
3294,9288,2274.0,23-34,M,867.0,1600.0,2342.0,3194
3295,1352,54.0,20-22,M,627.0,1238.0,1837.0,2543
3296,500,94.0,45-54,M,571.0,1124.0,1681.0,2355
3297,63,11.0,45-54,M,503.0,1001.0,1481.0,2043
3298,4237,1419.0,35-44,M,696.0,1373.0,2039.0,2864
3299,788,38.0,16-19,M,550.0,1135.0,1718.0,2436
3300,7744,2383.0,35-44,M,766.0,1466.0,2184.0,3097
3301,5572,1473.0,23-34,M,776.0,1484.0,2156.0,2960
3303,17002,536.0,20-22,M,823.0,1721.0,2575.0,3595
3304,4371,1173.0,23-34,M,688.0,1362.0,2045.0,2873
3305,23529,5530.0,35-44,M,983.0,1927.0,2872.0,4017
3306,3011,632.0,45-54,M,730.0,1393.0,2037.0,2758
3307,19118,1162.0,55+,M,880.0,1792.0,2666.0,3719
3308,1738,460.0,23-34,M,,1344.0,1922.0,2609
3309,4232,1147.0,23-34,M,751.0,1450.0,2107.0,2863
3310,30022,972.0,16-19,M,,2157.0,3137.0,4623
3330,11874,3317.0,35-44,M,916.0,1747.0,2504.0,3340
3331,11927,2810.0,23-34,M,795.0,1593.0,2380.0,3343
3332,6068,1271.0,45-54,M,768.0,1476.0,2167.0,2989
3333,21676,4546.0,23-34,M,952.0,1823.0,2721.0,3886
3338,7851,1672.0,45-54,M,778.0,1569.0,2264.0,3106
3339,12775,3526.0,35-44,M,854.0,1677.0,2490.0,3386
3340,9276,2270.0,23-34,M,814.0,1551.0,2285.0,3194
3341,15446,3528.0,23-34,M,820.0,1639.0,2483.0,3522
3342,12227,2576.0,45-54,M,819.0,1602.0,2428.0,3358
3343,12880,2683.0,45-54,M,900.0,1707.0,2482.0,3393
3344,20810,5052.0,35-44,M,864.0,1769.0,2692.0,3825
3346,11870,2501.0,45-54,M,830.0,1584.0,2394.0,3340
3348,689,264.0,35-44,M,575.0,1148.0,1720.0,2407
3349,14204,3274.0,23-34,M,856.0,1686.0,2522.0,3460
3350,1787,362.0,45-54,M,656.0,1285.0,1897.0,2617
3351,1653,615.0,35-44,M,653.0,1284.0,1904.0,2595
3352,32118,6909.0,35-44,M,1109.0,2460.0,3475.0,4969
3353,2963,1034.0,35-44,M,727.0,1405.0,2033.0,2753
3354,28362,5479.0,23-34,M,1019.0,1976.0,2955.0,4433
3355,12105,2550.0,45-54,M,,1649.0,2426.0,3353
3356,22384,4661.0,23-34,M,969.0,1910.0,2831.0,3934
3365,452,83.0,45-54,M,590.0,1146.0,1699.0,2343
3366,2385,92.0,20-22,M,714.0,1374.0,2002.0,2687
3403,3151,151.0,16-19,M,660.0,1306.0,1965.0,2772
3404,1236,458.0,35-44,M,619.0,1220.0,1808.0,2522
3405,29568,6513.0,35-44,M,1080.0,2237.0,3289.0,4564
3406,9499,345.0,20-22,M,826.0,1594.0,2328.0,3207
3407,3551,740.0,45-54,M,718.0,1386.0,2036.0,2809
3409,2863,998.0,35-44,M,694.0,1340.0,1979.0,2742
3410,29150,5184.0,45-54,M,1040.0,2061.0,3078.0,4516
3411,994,37.0,20-22,M,616.0,1196.0,1753.0,2473
3412,6562,2080.0,35-44,M,771.0,1492.0,2175.0,3019
3415,17167,4414.0,35-44,M,986.0,1841.0,2657.0,3603
3418,7315,1546.0,45-54,M,747.0,1469.0,2193.0,3068
3423,15183,3486.0,23-34,M,916.0,1721.0,2530.0,3509
3429,14431,3855.0,35-44,M,855.0,1651.0,2449.0,3470
3430,4087,845.0,45-54,M,703.0,1387.0,2060.0,2852
3432,8063,1725.0,45-54,M,752.0,1468.0,2219.0,3121
3500,9375,395.0,16-19,M,668.0,1378.0,2226.0,3199
3501,202,33.0,45-54,M,515.0,1045.0,1566.0,2206
3502,5111,1359.0,23-34,M,705.0,1385.0,2080.0,2929
3503,9658,404.0,16-19,M,815.0,1604.0,2326.0,3217
3504,7343,1550.0,45-54,M,,1505.0,2222.0,3070
3505,18566,4656.0,35-44,M,977.0,1890.0,2740.0,3683
3506,10286,2989.0,35-44,M,770.0,1536.0,2303.0,3256
3507,803,301.0,35-44,M,580.0,1157.0,1732.0,2439
3538,558,213.0,35-44,M,600.0,1168.0,1727.0,2372
3539,1396,282.0,45-54,M,590.0,1200.0,1808.0,2551
3541,31599,5862.0,23-34,M,1150.0,2279.0,3345.0,4868
3542,24771,5734.0,35-44,M,995.0,1971.0,2932.0,4111
3543,23923,4874.0,23-34,M,1024.0,1966.0,2910.0,4050
3544,340,124.0,35-44,M,578.0,1125.0,1658.0,2290
3545,848,316.0,35-44,M,613.0,1192.0,1762.0,2447
3546,11559,2746.0,23-34,M,823.0,1621.0,2403.0,3325
3547,11558,3261.0,35-44,M,823.0,1621.0,2403.0,3325
3548,6208,1631.0,23-34,M,770.0,1487.0,2169.0,2996
3549,3292,1135.0,35-44,M,727.0,1396.0,2039.0,2786
3550,9902,2117.0,45-54,M,767.0,1537.0,2302.0,3235
3551,12097,2837.0,23-34,M,823.0,1620.0,2405.0,3352
3552,15266,607.0,16-19,M,977.0,1808.0,2589.0,3513
3580,25807,5918.0,35-44,M,1023.0,1983.0,2955.0,4193
3581,7250,306.0,16-19,M,745.0,1425.0,2150.0,3064
3582,5380,238.0,16-19,M,705.0,1405.0,2095.0,2948
3583,31577,6838.0,35-44,M,1145.0,2414.0,3647.0,4863
3584,31512,6834.0,35-44,M,1132.0,2240.0,3321.0,4853
3585,5547,1158.0,45-54,M,,1491.0,2183.0,2958
3586,7067,2212.0,35-44,M,745.0,1484.0,2231.0,3053
3587,2717,753.0,23-34,M,700.0,1352.0,1980.0,2725
3588,1723,350.0,45-54,M,688.0,1322.0,1922.0,2606
3589,151,50.0,35-44,M,519.0,1036.0,1542.0,2156
3590,2560,533.0,45-54,M,675.0,1301.0,1914.0,2709
3591,2682,738.0,23-34,M,691.0,1331.0,1956.0,2721
3592,3071,1059.0,35-44,M,704.0,1356.0,1992.0,2764
3593,9964,2913.0,35-44,M,757.0,1507.0,2282.0,3239
3594,11500,2733.0,23-34,M,832.0,1623.0,2405.0,3322
3595,1499,40.0,55+,M,627.0,1247.0,1857.0,2572
3596,30863,6722.0,35-44,M,1122.0,2207.0,3294.0,4753
3597,12088,2834.0,23-34,M,823.0,1620.0,2405.0,3352
3598,20351,4973.0,35-44,M,949.0,1870.0,2689.0,3796
3603,16742,3768.0,23-34,M,,1630.0,2465.0,3584
3604,7773,1657.0,45-54,M,750.0,1479.0,2189.0,3099
3605,2938,616.0,45-54,M,677.0,1328.0,1999.0,2750
3607,1717,349.0,45-54,M,610.0,1222.0,1831.0,2605
3643,21063,5093.0,35-44,M,882.0,1740.0,2630.0,3844
3644,9943,2909.0,35-44,M,828.0,1575.0,2350.0,3238
3645,14839,3410.0,23-34,M,,1682.0,2485.0,3490
3647,6093,1604.0,23-34,M,738.0,1466.0,2158.0,2990
3648,5510,1456.0,23-34,M,766.0,1477.0,2157.0,2956
3649,5505,1455.0,23-34,M,767.0,1477.0,2157.0,2956
3650,3328,1150.0,35-44,M,729.0,1390.0,2038.0,2789
3651,11494,2429.0,45-54,M,841.0,1634.0,2401.0,3322
3652,3715,1258.0,35-44,M,678.0,1352.0,2028.0,2822
3698,18573,3644.0,45-54,M,885.0,1755.0,2615.0,3684
3700,10034,2149.0,45-54,M,861.0,1657.0,2414.0,3244
3702,25665,5889.0,35-44,M,,2029.0,3024.0,4181
3705,9412,240.0,45-54,F,786.0,1541.0,2286.0,3201
3706,33579,797.0,20-22,M,1190.0,2618.0,3837.0,5447
3707,10248,2980.0,35-44,M,755.0,1534.0,2294.0,3254
3711,33461,6053.0,23-34,M,1190.0,2406.0,3603.0,5390
3752,11978,3338.0,35-44,M,,1645.0,2445.0,3346
3754,5678,1501.0,23-34,M,786.0,1500.0,2183.0,2965
3801,6192,1295.0,45-54,M,,1463.0,2156.0,2995
3803,9447,2308.0,23-34,M,847.0,1606.0,2337.0,3203
3804,1338,271.0,45-54,M,617.0,1228.0,1826.0,2540
3805,31821,5885.0,23-34,M,1143.0,2242.0,3323.0,4908
3806,9155,386.0,16-19,M,,1600.0,2330.0,3187
3807,1384,509.0,35-44,M,621.0,1216.0,1818.0,2547
3808,22049,4607.0,23-34,M,980.0,1875.0,2810.0,3912
3809,50,6.0,20-22,M,461.0,939.0,1434.0,2021
3811,23128,4765.0,23-34,M,,1948.0,2895.0,3990
3812,7185,149.0,45-54,F,663.0,1373.0,2172.0,3060
3813,17358,3448.0,45-54,M,959.0,1815.0,2641.0,3614
3814,837,313.0,35-44,M,594.0,1179.0,1757.0,2446
3815,1775,470.0,23-34,M,660.0,1288.0,1906.0,2615
3816,9458,2797.0,35-44,M,847.0,1607.0,2338.0,3204
3817,24605,1555.0,55+,M,949.0,1914.0,2898.0,4099
3818,14760,3924.0,35-44,M,855.0,1634.0,2473.0,3486
3819,6595,1391.0,45-54,M,780.0,1498.0,2175.0,3020
3820,12075,2542.0,45-54,M,816.0,1601.0,2382.0,3351
3821,6075,1273.0,45-54,M,698.0,1419.0,2135.0,2989
3822,10828,3104.0,35-44,M,811.0,1581.0,2349.0,3289
3823,4215,877.0,45-54,M,,1394.0,2056.0,2862
3825,2947,1029.0,35-44,M,698.0,1365.0,2010.0,2751
3826,55,9.0,45-54,M,498.0,993.0,1470.0,2032
3827,10837,2590.0,23-34,M,822.0,1603.0,2352.0,3290
3828,26186,5985.0,35-44,M,1055.0,2068.0,3029.0,4227
3829,8677,367.0,16-19,M,809.0,1561.0,2293.0,3159
3830,23212,4780.0,23-34,M,1113.0,2112.0,2985.0,3995
3831,5574,1160.0,45-54,M,749.0,1458.0,2129.0,2960
3832,993,369.0,35-44,M,596.0,1178.0,1761.0,2473
3901,14550,3882.0,35-44,M,,1718.0,2518.0,3476
3902,26592,1673.0,55+,M,1074.0,2033.0,2911.0,4260
3903,14464,3860.0,35-44,M,904.0,1712.0,2496.0,3472
3904,16084,3654.0,23-34,M,897.0,1746.0,2590.0,3552
3905,5294,233.0,16-19,M,786.0,1505.0,2218.0,2941
3906,302,7.0,55+,M,546.0,1093.0,1623.0,2266
3907,11701,2773.0,23-34,M,,1645.0,2393.0,3332
3908,6,3.0,23-34,M,442.0,893.0,1334.0,1850
3909,17330,3442.0,45-54,M,880.0,1750.0,2614.0,3612
3910,660,127.0,45-54,M,600.0,1183.0,1741.0,2397
3911,33904,2332.0,45-54,F,1087.0,2618.0,4537.0,5805
3912,4301,902.0,45-54,M,768.0,1448.0,2106.0,2869
3914,670,129.0,45-54,M,614.0,1184.0,1742.0,2401
3915,1328,489.0,35-44,M,579.0,1191.0,1804.0,2539
3916,16043,3648.0,23-34,M,,1755.0,2588.0,3550
3917,15691,3570.0,23-34,M,807.0,1613.0,2463.0,3534
3918,18343,3606.0,45-54,M,,1877.0,2720.0,3670
3919,6891,1455.0,45-54,M,739.0,1461.0,2174.0,3040
3920,30347,5727.0,23-34,M,1017.0,1974.0,2953.0,4675
3921,25197,5808.0,35-44,M,1027.0,1947.0,2847.0,4143
3922,8071,1727.0,45-54,M,,1582.0,2296.0,3121
3923,23415,4392.0,45-54,M,1023.0,1967.0,2876.0,4010
3924,27333,1711.0,55+,M,1012.0,1962.0,2892.0,4329
3925,32578,6970.0,35-44,M,1091.0,2301.0,3438.0,5063
3926,9508,2324.0,23-34,M,801.0,1574.0,2325.0,3207
3927,27926,5419.0,23-34,M,1113.0,2171.0,3137.0,4383
3928,22068,5291.0,35-44,M,1036.0,1981.0,2882.0,3913
3929,24257,4510.0,45-54,M,,1907.0,2814.0,4074
3930,21963,1376.0,55+,M,1035.0,1980.0,2881.0,3904
3983,816,160.0,45-54,M,581.0,1166.0,1743.0,2442
3984,8139,1740.0,45-54,M,792.0,1549.0,2291.0,3124
4002,22388,5344.0,35-44,M,1069.0,1969.0,2865.0,3935
4003,5945,1567.0,23-34,M,704.0,1446.0,2155.0,2982
4006,32946,7035.0,35-44,M,1167.0,2362.0,3538.0,5169
4007,1852,691.0,35-44,M,677.0,1302.0,1915.0,2626
4008,2053,428.0,45-54,M,668.0,1307.0,1921.0,2652
4009,18053,4550.0,35-44,M,,1748.0,2590.0,3653
4010,6480,309.0,55+,M,814.0,1530.0,2235.0,3014
4011,5628,1828.0,35-44,M,751.0,1457.0,2139.0,2962
4012,387,71.0,45-54,M,577.0,1140.0,1678.0,2311
4013,13198,3071.0,23-34,M,839.0,1636.0,2426.0,3407
4014,6153,1288.0,45-54,M,809.0,1504.0,2189.0,2993
4015,138,44.0,35-44,M,507.0,1009.0,,2145
4085,16184,631.0,16-19,M,912.0,1762.0,2581.0,3557
4086,16468,3291.0,45-54,M,787.0,1603.0,2452.0,3570
4088,10104,363.0,20-22,M,,1588.0,2333.0,3248
4089,22074,5293.0,35-44,M,,1857.0,2759.0,3914
4091,15206,3066.0,45-54,M,918.0,1737.0,2553.0,3510
4092,15732,3579.0,23-34,M,1141.0,1956.0,2711.0,3536
4093,25783,5127.0,23-34,M,930.0,1944.0,3001.0,4191
4094,17406,3454.0,45-54,M,879.0,1733.0,2597.0,3616
4095,7680,1633.0,45-54,M,767.0,1486.0,2212.0,3092
4096,6036,1937.0,35-44,M,,1483.0,2162.0,2987
4097,8840,316.0,20-22,M,,1505.0,2294.0,3169
4098,27091,4891.0,45-54,M,1049.0,2138.0,3095.0,4308
4099,12351,2887.0,23-34,M,933.0,1757.0,2491.0,3364
4100,33746,2156.0,55+,M,1187.0,2378.0,3671.0,5579
4163,20244,1254.0,55+,M,958.0,1826.0,2718.0,3789
4166,1861,494.0,23-34,M,690.0,1310.0,1924.0,2627
4167,11693,2771.0,23-34,M,784.0,1552.0,2335.0,3332
4201,3321,1148.0,35-44,M,,1361.0,2018.0,2788
4202,1924,718.0,35-44,M,613.0,1240.0,1874.0,2637
4207,4650,979.0,45-54,M,710.0,1391.0,2067.0,2895
4208,230,82.0,35-44,M,523.0,1054.0,1574.0,2227
4209,14477,3322.0,23-34,M,786.0,1573.0,2382.0,3472
